Country,Admin1,Facility name,Facility type,Ownership,Latitude,Longitude,LL source,type,FacilityType
Democratic Republic of the Congo,Kwango,Popokabaka Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.7064,16.5735,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwango,Tembo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-7.6795,17.3331,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Kwango,Wamba Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.7519,16.9581,Other,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Bagata Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.7315,17.9553,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Bandundu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.3154,17.3826,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Bulungu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.5421,18.6032,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Djuma Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.156,18.3591,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Gungu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.7311,19.3163,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Idiofa Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.9698,19.5896,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Ipamu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.1552,19.6254,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Kikongo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.2603,17.1789,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Kikwit 2 Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.0592,18.7981,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Kikwit-Nord Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.0377,18.8157,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Kimputu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.3975,19.3062,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Kingandu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.4978,18.4163,Other,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Koshibanda Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.1738,19.8705,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Lusanga Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.8335,18.7236,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Masi Manimba Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.7726,17.8866,Other,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Mokala Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.9895,18.9505,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Mosango Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.8333,18.1226,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Mungindu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.4531,19.0021,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Sala Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.1476,18.685,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Sia Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.8108,18.5879,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Kwilu,Vanga Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.4128,18.434,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Lomami,Kabinda Hôpital Général de Référence,Hôpital Général de Référence,Publique,-6.1482,24.4645,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Lomami,Kalenda Bay Hôpital Général de Référence,Hôpital Général de Référence,Publique,-7.1277,23.5359,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Lomami,Kalonda Hôpital Général de Référence,Hôpital Général de Référence,Publique,-6.6479,25.1661,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Lomami,Kanda Kanda Hôpital Général de Référence,Hôpital Général de Référence,Publique,-6.9312,23.5995,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Lomami,Kansele Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.5315,24.1288,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Lomami,Lubao Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.3855,25.7483,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Lomami,Luputa Hôpital Général de Référence,Hôpital Général de Référence,Publique,-7.1597,23.7,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Lomami,St Joseph Centre Hôpital,Centre Hôpital,Publique,-6.1302,24.5259,GPS,Centre Hôpital,Hospital
Democratic Republic of the Congo,Lomami,Tshimala Hôpital Général de Référence,Hôpital Général de Référence,Publique,-7.0145,23.4553,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Bunkeya Hôpital Général de Référence,Hôpital Général de Référence,Publique,-10.4102,26.9658,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Dilala General Referencia,Hôpital Général de Référence,Publique,-10.6631,25.3904,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Dilolo General Referencia,Hôpital Général de Référence,Publique,-10.6858,22.3547,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Fungurume General Referencia,Hôpital Général de Référence,Publique,-10.6166,26.3166,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Kafakumba General Referencia,Hôpital Général de Référence,Publique,-9.6773,23.7594,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Kalamba General Referencia,Hôpital Général de Référence,Publique,-9.0927,23.7189,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Kanzenze Hôpital,Hôpital,Publique,-10.5149,25.1994,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Kapanga General Referencia,Hôpital Général de Référence,Publique,-8.3614,22.6415,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Kasaji General Referencia,Hôpital Général de Référence,Publique,-8.8501,23.7347,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Kenya Hôpital Général de Référence,Hôpital Général de Référence,Publique,-10.0649,26.3161,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Lualaba General Referencia,Hôpital Général de Référence,Publique,-10.6843,25.4464,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Lubudi General Referencia,Hôpital Général de Référence,Publique,-9.95,25.9667,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Manika General Referencia,Hôpital Général de Référence,Publique,-10.7826,25.7344,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Mukabe Hôpital,Hôpital,Publique,-10.6982,26.0994,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Mutshatsha General Referencia,Hôpital Général de Référence,Publique,-10.6433,24.461,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lualaba,Sandoa General Referencia,Hôpital Général de Référence,Publique,-9.6953,22.8727,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Lulua,Demba Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.4935,22.2691,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Lulua,Horizon 3000 Centre Hôpital,Centre Hôpital,Publique,-5.6139,23.4988,GPS,Centre Hôpital,Hospital
Democratic Republic of the Congo,Lulua,Kalomba Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.9474,22.7775,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Lulua,Kananga Hôpital Général de Référence,Hôpital Général de Référence,Publique,-7.3062,22.0374,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Lulua,Luambo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-7.299,22.0417,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Lulua,Lubungu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-7.1007,22.1141,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Lulua,Mutoto Hôpital Général de Référence,Hôpital Général de Référence,Publique,-6.7292,22.7539,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Banzow Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.8074,17.5456,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Bokoro Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.8659,18.3707,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Bolobo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.1598,16.2263,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Bosobe Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.2898,18.825,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Dungu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.6476,18.8663,Other,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Inongo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.9354,18.2783,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Kiri Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.4938,18.9269,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Kwamouth Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.1795,16.2011,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Lowa Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.1809,18.8496,Other,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Mimia Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.4912,20.0124,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Monga Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.1969,19.0331,Other,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Mushie Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.0187,16.9247,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Nioki Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.7004,17.7035,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Ntandembelo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.1776,17.1656,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Oshwe Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.4146,19.4242,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Pendjwa Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.0974,19.0663,Other,Hôpital,Hospital
Democratic Republic of the Congo,Mai-Ndombe,Yumbi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.8935,16.5542,GPS,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Bioglodie Centre Hôpital,Centre Hôpital,Publique,-2.9356,25.8979,Combination,Centre Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Ferekeni Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.6668,26.1761,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Kabambare Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.6872,27.6908,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Kailo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.6279,26.1023,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Kalima Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.7064,26.2839,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Kampene Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.5858,26.6859,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Kasongo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.4251,26.666,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Kibombo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.9201,25.9276,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Kitulizo / BDOM Centre Hôpital,Centre Hôpital,Publique,-2.9717,25.9135,Combination,Centre Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Kunda Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.9669,26.5625,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Lubutu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.7421,26.5834,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Lusangi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.6378,27.1258,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,MSR Centre Hôpital,Centre Hôpital,Publique,-2.8582,25.8843,Combination,Centre Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Musofu Centre Hôpital,Centre Hôpital,Publique,-2.8717,25.9027,Combination,Centre Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Obokote Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.8952,26.2912,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Pangi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.1705,26.6315,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Punia Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.4508,26.4289,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Samba Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.628,26.3566,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Saramabila Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.0178,27.5351,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Maniema,SNCC Centre Hôpital,Centre Hôpital,Publique,-2.9175,25.9334,Combination,Centre Hôpital,Hospital
Democratic Republic of the Congo,Maniema,Tunda Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.2254,25.181,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Binga Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.3696,20.4486,Other,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Bongandanga Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.5084,21.0686,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Boso Manzi Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.9463,21.4528,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Boso Mondanda Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.9375,20.367,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Bosondjo Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.8667,21.7667,Other,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Bumba Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.1837,22.4665,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Lisala Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.1633,21.5083,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Lolo Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.215,22.9271,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Pimu Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.7856,20.9066,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Yamaluka Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.305,22.3486,Other,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Yambuku Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.8165,22.2332,Other,Hôpital,Hospital
Democratic Republic of the Congo,Mongala,Yamongili Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.4015,22.6428,Other,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Alimbongo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.3633,29.1831,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Beni Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.4939,29.4653,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Biena Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.3208,28.8865,Other,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Butembo Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.118,29.2227,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Goma Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.663,29.1906,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Itebero Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.6759,28.1299,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Kalunguta Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.4881,29.444,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Kamango Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.6165,29.8947,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Karisimbi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.6754,29.2357,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Katoyi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.3405,28.7116,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Katwa Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.1164,29.3706,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Kayna Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.607,29.166,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Kibua Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.234,28.4163,Other,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Kirotshe Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.6123,29.031,Other,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Kyondo Hôpital Général de Référence,Hôpital Général de Référence,Publique,4.00E-04,29.3991,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Lubero Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.1537,29.2301,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Mabalako Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.6064,29.314,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Manguredjipa Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.3534,28.7655,Other,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Masereka Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.1392,29.3143,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Masisi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.3973,28.8143,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Musienene Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.017,29.2478,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Mutwanga Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.3383,29.7427,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Mweso Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.1156,29.0308,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Oicha Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.7028,29.5027,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Pinga Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.984,28.702,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Vuhovi Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.1426,29.4062,Other,Hôpital,Hospital
Democratic Republic of the Congo,Nord Kivu,Walikale Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.4281,28.065,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Abuzi Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.943,22.2615,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Bosobolo Hôpital Général de Référence,Hôpital Général de Référence,Publique,4.1876,19.8734,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Businga Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.3465,20.8604,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Gbadolite Hôpital Général de Référence,Hôpital Général de Référence,Publique,4.2849,20.989,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Karawa Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.3335,20.3051,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Loko Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.8132,22.6307,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Mobayi-Mbongo Hôpital Général de Référence,Hôpital Général de Référence,Publique,4.29,21.1743,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Wapinda Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.6762,22.8001,Other,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Wasolo Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.9499,22.5168,Other,Hôpital,Hospital
Democratic Republic of the Congo,Nord Ubangi,Yakoma Hôpital Général de Référence,Hôpital Général de Référence,Publique,4.0981,22.4399,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Bena Dibele Centre Hôpital,Centre Hôpital,Publique,-4.0999,22.83,Geonames,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Dikungu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.1177,24.4461,Other,Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Katako Kombe Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.3972,24.4187,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Kole Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.4605,22.4441,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Lodja Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.5186,23.6,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Lomela Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.278,23.3654,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Lusambo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.9727,23.4434,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Minga Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.681,24.3161,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Tshumbe Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.0195,24.3873,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sankuru,Wembo Nyama Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.128,24.5134,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Baraka Hôpital,Hôpital,Publique,-4.0905,29.08,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Bugarula Centre Hôpital,Centre Hôpital,Publique,-2.042,29.064,Combination,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Bunyakiri Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.0791,28.5521,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Ciriri Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.5186,28.837,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Fizi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.1943,29.0382,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kadutu Hôpital,Hôpital,Publique,-2.5147,28.8522,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kakwende Centre Hôpital,Centre Hôpital,Publique,-2.8184,28.6864,Combination,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kalambi Centre Hôpital,Centre Hôpital,Publique,-2.9809,28.516,Geonames,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kalehe Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.092,28.9098,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kalole Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.6528,27.3929,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kalonge Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.328,28.746,Other,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kalungu Centre Hôpital,Centre Hôpital,Publique,-1.7494,28.9956,Geonames,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kamituga Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.0675,28.175,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kaniola Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.5891,28.6128,Other,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kasenga Cepac Centre Hôpital,Centre Hôpital,Publique,-3.3548,29.1493,Geonames,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Katshungu Centre Hôpital,Centre Hôpital,Publique,-2.4475,27.3827,Google Earth,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kazimiya Centre Hôpital,Centre Hôpital,Publique,-4.571,29.1366,Geonames,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kihumba Centre Hôpital,Centre Hôpital,Publique,-2.2017,29.0445,Other,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kilembwe Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.7144,28.6827,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kiliba CEPAC Centre Hôpital,Centre Hôpital,Publique,-3.255,29.203,Other,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Kitutu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.3024,28.0993,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Lemera Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.0406,28.9911,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Lulingu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.333,27.6221,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Makobola Centre Hôpital,Centre Hôpital,Publique,-3.5477,29.1502,Geonames,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Minembwe Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.9207,28.709,Combination,Hôpital,Hospital
